question,label
그런데 배재대 WG관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 WG관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 WG관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 WG관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 WG관 어디,O S-LOCATION S-PLACE O
그런데 배재대 WG관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 WG관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 WG관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 WG관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 WG관 어디,O S-LOCATION S-PLACE O
그런데 배재대 WG관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 AM관,O S-LOCATION S-PLACE
그런데 배재대 AM관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 AM관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 AM관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 AM관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 AM관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 AM관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 AM관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 AM관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 AM관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 AM관 어디,O S-LOCATION S-PLACE O
그런데 배재대 AM관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 AM관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 AM관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 AM관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 AM관 어디,O S-LOCATION S-PLACE O
그런데 배재대 AM관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든,O S-LOCATION S-PLACE 
그런데 배재대 킴스가든 어디야,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 킴스가든 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 킴스가든 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 킴스가든 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 어디지,O S-LOCATION S-PLACE S-PLACE O
그런데 배재대 킴스가든 어디,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 킴스가든 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 킴스가든 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 어디,O S-LOCATION S-PLACE O
그런데 배재대 킴스가든 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동,O S-LOCATION S-PLACE
그런데 배재대 원예실습동 어디야,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 원예실습동 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 원예실습동 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 원예실습동 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동 어디지,O S-LOCATION S-PLACE O 
그런데 배재대 원예실습동 어디,O S-LOCATION S-PLACE O 
그런데 배재대 원예실습동 궁금해,O S-LOCATION S-PLACE O 
그런데 배재대 원예실습동 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 원예실습동 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 원예실습동 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동 어디,O S-LOCATION S-PLACE O
그런데 배재대 원예실습동 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관,O S-LOCATION S-PLACE
그런데 배재대 국제교류관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 국제교류관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 국제교류관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 국제교류관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 어디,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 국제교류관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 국제교류관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 어디,O S-LOCATION S-PLACE O
그런데 배재대 국제교류관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 백산관,O S-LOCATION S-PLACE
그런데 배재대 백산관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 백산관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 백산관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 백산관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 백산관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 백산관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 백산관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 백산관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 백산관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 백산관 어디,O S-LOCATION S-PLACE O
그런데 배재대 백산관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 백산관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 백산관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 백산관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 백산관 어디,O S-LOCATION S-PLACE O
그런데 배재대 백산관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 B관,O S-LOCATION S-PLACE
그런데 배재대 B관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 B관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 B관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 B관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 B관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 B관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 B관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 B관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 B관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 B관 어디,O S-LOCATION S-PLACE O
그런데 배재대 B관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 B관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 B관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 B관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 B관 어디,O S-LOCATION S-PLACE O
그런데 배재대 B관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 테니스장,O S-LOCATION S-PLACE
그런데 배재대 테니스장 어디야,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 테니스장 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 테니스장 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 테니스장 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 어디지,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 어디,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 테니스장 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 테니스장 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 어디,O S-LOCATION S-PLACE O
그런데 배재대 테니스장 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 풋살장,O S-LOCATION S-PLACE
그런데 배재대 풋살장 어디야,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 풋살장 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 풋살장 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 풋살장 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 어디지,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 어디,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 풋살장 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 풋살장 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 어디,O S-LOCATION S-PLACE O
그런데 배재대 풋살장 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 서재필관,O S-LOCATION S-PLACE
그런데 배재대 서재필관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 서재필관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 서재필관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 서재필관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 어디,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 서재필관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 서재필관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 어디,O S-LOCATION S-PLACE O
그런데 배재대 서재필관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 집현관,O S-LOCATION S-PLACE
그런데 배재대 집현관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 집현관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 집현관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 집현관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 집현관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디,O S-LOCATION S-PLACE O
그런데 배재대 집현관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 집현관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디,O S-LOCATION S-PLACE O
그런데 배재대 집현관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관,O S-LOCATION S-PLACE
그런데 배재대 배재국제언어생활관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 어디 있니,O S-LOCATION S-PLACE O o
그런데 배재대 배재국제언어생활관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 배재국제언어생활관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 배재국제언어생활관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 어디,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 배재국제언어생활관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 배재국제언어생활관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 어디,O S-LOCATION S-PLACE O
그런데 배재대 배재국제언어생활관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 PA,O S-LOCATION S-PLACE
그런데 배재대 PA 어디야,O S-LOCATION S-PLACE O
그런데 배재대 PA 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 PA 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 PA 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 PA 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 PA 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 PA 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 PA 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 PA 어디지,O S-LOCATION S-PLACE O
그런데 배재대 PA 어디,O S-LOCATION S-PLACE O
그런데 배재대 PA 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 PA 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 PA 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 PA 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 PA 어디,O S-LOCATION S-PLACE O
그런데 배재대 PA ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 PB,O S-LOCATION S-PLACE
그런데 배재대 PB 어디야,O S-LOCATION S-PLACE O
그런데 배재대 PB 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 PB 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 PB 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 PB 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 PB 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 PB 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 PB 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 PB 어디지,O S-LOCATION S-PLACE O
그런데 배재대 PB 어디,O S-LOCATION S-PLACE O
그런데 배재대 PB 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 PB 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 PB 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 PB 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 PB 어디,O S-LOCATION S-PLACE O
그런데 배재대 PB ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 집현관,O S-LOCATION S-PLACE
그런데 배재대 집현관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 집현관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 집현관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 집현관 위치 알고 싶어,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디,O S-LOCATION S-PLACE O
그런데 배재대 집현관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 집현관 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 집현관 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 집현관 어디,O S-LOCATION S-PLACE O
그런데 배재대 집현관 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲,O S-LOCATION S-PLACE
그런데 배재대 녹색나눔숲 어디야,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 녹색나눔숲 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 녹색나눔숲 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 녹색나눔숲 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 어디지,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 어디,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 위치 알려주겠니,O S-LOCATION S-PLACE O O
그런데 배재대 녹색나눔숲 위치좀 ㅋㅋ,O S-LOCATION S-PLACE O O
그런데 배재대 녹색나눔숲 위치좀,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 어디,O S-LOCATION S-PLACE O
그런데 배재대 녹색나눔숲 ㅇㄷ,O S-LOCATION S-PLACE O
그런데 배재대 목력관,O S-LOCATION S-PLACE
그런데 배재대 목력관 어디야,O S-LOCATION S-PLACE O
그런데 배재대 목력관 어디 있니,O S-LOCATION S-PLACE O O
그런데 배재대 목력관 어디 있냐,O S-LOCATION S-PLACE O O
그런데 배재대 목력관 알려주라,O S-LOCATION S-PLACE O
그런데 배재대 목력관 알려줘,O S-LOCATION S-PLACE O
그런데 배재대 목력관 알려주세요,O S-LOCATION S-PLACE O
그런데 배재대 목력관 위치 알고 싶어,O S-LOCATION S-PLACE O O O
그런데 배재대 목력관 알려줄래요,O S-LOCATION S-PLACE O
그런데 배재대 목력관 어디지,O S-LOCATION S-PLACE O
그런데 배재대 목력관 어디,O S-LOCATION S-PLACE O
그런데 배재대 목력관 궁금해,O S-LOCATION S-PLACE O
그런데 배재대 목력관 위치 알려주겠니,O S-LOCATION S-PLACE O O
